1.23984 1.00029
1.24733 1.00029
1.2549 1.00029
1.26257 1.00029
1.27033 1.00029
1.27819 1.00029
1.28614 1.00029
1.2942 1.00029
1.30235 1.00029
1.31062 1.00029
1.31898 1.00029
1.32745 1.00029
1.33604 1.00029
1.34473 1.00029
1.35354 1.00029
1.36246 1.00029
1.37151 1.00029
1.38067 1.00029
1.38996 1.00029
1.39937 1.00029
1.40891 1.00029
1.41858 1.00029
1.42839 1.00029
1.43833 1.00029
1.44841 1.00029
1.45864 1.00029
1.46901 1.00029
1.47952 1.00029
1.49019 1.00029
1.50102 1.00029
1.512 1.00029
1.52315 1.00029
1.53446 1.00029
1.54594 1.00029
1.55759 1.00029
1.56942 1.00029
1.58143 1.00029
1.59363 1.00029
1.60601 1.00029
1.61859 1.00029
1.63137 1.00029
1.64435 1.00029
1.65754 1.00029
1.67095 1.00029
1.68457 1.00029
1.69841 1.00029
1.71249 1.00029
1.7268 1.00029
1.74135 1.00029
1.75615 1.00029
1.7712 1.00029
1.78652 1.00029
1.8021 1.00029
1.81795 1.00029
1.83409 1.00029
1.85051 1.00029
1.86723 1.00029
1.88426 1.00029
1.9016 1.00029
1.91926 1.00029
1.93725 1.00029
1.95559 1.00029
1.97427 1.00029
1.99332 1.00029
2.01273 1.00029
2.03253 1.00029
2.05272 1.00029
2.07331 1.00029
2.09433 1.00029
2.11577 1.00029
2.13766 1.00029
2.16 1.00029
2.18282 1.00029
2.20612 1.00029
2.22993 1.00029
2.25426 1.00029
2.27912 1.00029
2.30454 1.00029
2.33053 1.00029
2.35711 1.00029
2.38431 1.00029
2.41214 1.00029
2.44063 1.00029
2.4698 1.00029
2.49968 1.00029
2.53029 1.00029
2.56166 1.00029
2.59381 1.00029
2.62678 1.00029
2.66061 1.00029
2.69531 1.00029
2.73093 1.00029
2.7675 1.00029
2.80507 1.00029
2.84367 1.00029
2.88335 1.00029
2.92416 1.00029
2.96613 1.00029
3.00933 1.00029
3.0538 1.00029
3.0996 1.00029
